shipment_id,po_id,destination,transport_mode,shipment_date,delivery_date,delivery_performance,shipment_status
SHIP00942,PO00942,Delhi ICD,Air,2025-06-21,2025-07-17,Delayed,Delayed
SHIP00943,PO00943,JNPT,Air,2026-04-21,2026-05-01,At Risk,Delivered
SHIP00944,PO00944,Pune DC,Sea,2026-01-17,,At Risk,Pending
SHIP00945,PO00945,Mumbai Port,Road,2025-12-08,2025-12-10,On Time,Delivered
SHIP00946,PO00946,Bengaluru DC,Rail,2026-07-15,2026-07-20,On Time,Delivered
SHIP00947,PO00947,Pune DC,Air,2025-03-02,2025-03-05,Delayed,Delivered
SHIP00948,PO00948,Delhi ICD,Sea,2026-01-12,2026-01-19,On Time,Delivered
SHIP00949,PO00949,Chennai Port,Rail,2026-07-31,,On Time,In Transit
SHIP00950,PO00950,Bengaluru DC,Sea,2025-12-14,2025-12-24,On Time,Delivered
SHIP00951,PO00951,Chennai Port,Rail,2026-08-28,,On Time,Cancelled
SHIP00952,PO00952,JNPT,Sea,2026-06-12,,On Time,Cancelled
SHIP00953,PO00953,Hyderabad DC,Sea,2026-04-20,2026-05-12,On Time,Delayed
SHIP00954,PO00954,Hyderabad DC,Rail,2026-06-30,2026-07-10,At Risk,Delivered
SHIP00955,PO00955,Bengaluru DC,Rail,2025-03-14,2025-03-17,Delayed,Delivered
SHIP00956,PO00956,Pune DC,Road,2025-10-26,,Delayed,In Transit
SHIP00957,PO00957,JNPT,Rail,2026-05-28,2026-06-14,Delayed,Delayed
SHIP00958,PO00958,Bengaluru DC,Road,2026-03-14,2026-03-20,On Time,Delivered
SHIP00959,PO00959,Bengaluru DC,Rail,2025-02-03,2025-02-06,On Time,Delivered
SHIP00960,PO00960,Chennai Port,Air,2026-06-25,2026-07-05,On Time,Delivered
SHIP00961,PO00961,Bengaluru DC,Road,2025-12-04,2025-12-29,On Time,Delayed
SHIP00962,PO00962,Chennai Port,Sea,2025-11-11,2025-12-05,On Time,Delayed
SHIP00963,PO00963,Bengaluru DC,Air,2026-05-23,,On Time,Cancelled
SHIP00964,PO00964,Mumbai Port,Air,2025-06-27,2025-07-08,On Time,Delivered
SHIP00965,PO00965,Hyderabad DC,Sea,2025-06-09,2025-06-21,On Time,Delivered
SHIP00966,PO00966,Chennai Port,Road,2025-05-21,2025-05-24,On Time,Delivered
SHIP00967,PO00967,Mumbai Port,Sea,2025-02-08,,On Time,In Transit
SHIP00968,PO00968,JNPT,Sea,2025-06-24,,Delayed,In Transit
SHIP00969,PO00969,Hyderabad DC,Rail,2026-06-08,2026-06-19,At Risk,Delivered
SHIP00970,PO00970,JNPT,Rail,2026-07-15,2026-07-19,Delayed,Delivered
SHIP00971,PO00971,Hyderabad DC,Sea,2026-08-14,,Delayed,Pending
SHIP00972,PO00972,Mumbai Port,Air,2025-12-24,,On Time,Pending
SHIP00973,PO00973,Delhi ICD,Air,2026-07-28,2026-08-01,On Time,Delivered
SHIP00974,PO00974,JNPT,Air,2026-04-06,2026-05-06,On Time,Delayed
SHIP00975,PO00975,Chennai Port,Sea,2026-08-26,2026-08-29,Delayed,Delivered
SHIP00976,PO00976,Delhi ICD,Rail,2026-04-10,2026-04-18,At Risk,Delivered
SHIP00977,PO00977,Bengaluru DC,Sea,2026-05-28,2026-06-03,On Time,Delivered
SHIP00978,PO00978,Bengaluru DC,Sea,2026-01-17,2026-01-26,On Time,Delivered
SHIP00979,PO00979,JNPT,Road,2025-10-29,2025-11-01,On Time,Delivered
SHIP00980,PO00980,Chennai Port,Sea,2025-04-11,,On Time,Pending
SHIP00981,PO00981,JNPT,Rail,2026-04-03,2026-04-10,On Time,Delivered
SHIP00982,PO00982,JNPT,Air,2026-08-26,2026-09-11,On Time,Delayed
SHIP00983,PO00983,Bengaluru DC,Rail,2026-07-04,,On Time,Pending
SHIP00984,PO00984,Chennai Port,Sea,2026-02-25,2026-03-07,On Time,Delivered
SHIP00985,PO00985,Chennai Port,Air,2026-08-14,,On Time,Pending
SHIP00986,PO00986,Hyderabad DC,Air,2026-08-03,2026-08-27,On Time,Delayed
SHIP00987,PO00987,Pune DC,Road,2026-08-07,2026-08-09,On Time,Delivered
SHIP00988,PO00988,JNPT,Sea,2025-10-01,,On Time,Cancelled
SHIP00989,PO00989,Bengaluru DC,Air,2025-11-01,,On Time,Pending
SHIP00990,PO00990,JNPT,Road,2025-02-01,2025-02-05,On Time,Delivered
SHIP00991,PO00991,JNPT,Air,2026-01-09,,On Time,In Transit
SHIP00992,PO00992,Delhi ICD,Rail,2026-05-05,2026-05-14,On Time,Delivered
SHIP00993,PO00993,Bengaluru DC,Sea,2025-09-27,,At Risk,Pending
SHIP00994,PO00994,Chennai Port,Road,2025-05-21,2025-06-01,On Time,Delivered
SHIP00995,PO00995,Hyderabad DC,Rail,2026-01-02,2026-01-04,Delayed,Delivered
SHIP00996,PO00996,Pune DC,Sea,2026-06-13,2026-06-16,On Time,Delivered
SHIP00997,PO00997,Bengaluru DC,Road,2025-07-02,2025-07-05,On Time,Delivered
SHIP00998,PO00998,JNPT,Road,2025-11-12,2025-11-16,On Time,Delivered
SHIP00999,PO00999,Hyderabad DC,Air,2025-06-09,2025-06-13,On Time,Delivered
SHIP01000,PO01000,JNPT,Rail,2026-03-07,2026-03-27,On Time,Delayed
SHIP01001,PO01001,Delhi ICD,Rail,2025-07-22,2025-07-30,On Time,Delivered
SHIP01002,PO01002,Hyderabad DC,Air,2025-05-08,2025-05-20,Delayed,Delivered
SHIP01003,PO01003,JNPT,Road,2025-01-20,2025-01-26,On Time,Delivered
SHIP01004,PO01004,Hyderabad DC,Rail,2026-03-30,2026-04-24,At Risk,Delayed
SHIP01005,PO01005,JNPT,Rail,2025-05-03,2025-05-10,On Time,Delivered
SHIP01006,PO01006,JNPT,Air,2025-08-10,2025-08-21,At Risk,Delivered
SHIP01007,PO01007,Pune DC,Road,2025-03-27,,Delayed,In Transit
SHIP01008,PO01008,Pune DC,Rail,2025-05-03,,On Time,In Transit
SHIP01009,PO01009,JNPT,Sea,2025-09-27,,Delayed,In Transit
SHIP01010,PO01010,Mumbai Port,Rail,2025-05-09,2025-05-18,On Time,Delivered
SHIP01011,PO01011,Bengaluru DC,Air,2026-01-02,,On Time,Pending
SHIP01012,PO01012,JNPT,Road,2026-08-24,2026-08-28,On Time,Delivered
SHIP01013,PO01013,Pune DC,Rail,2025-09-07,,On Time,Pending
SHIP01014,PO01014,Chennai Port,Road,2025-01-23,,On Time,Pending
SHIP01015,PO01015,Chennai Port,Air,2026-07-08,2026-07-18,On Time,Delivered
SHIP01016,PO01016,Chennai Port,Road,2026-05-12,,On Time,In Transit
SHIP01017,PO01017,JNPT,Rail,2025-04-30,2025-05-05,Delayed,Delivered
SHIP01018,PO01018,Mumbai Port,Air,2026-03-03,,On Time,In Transit
SHIP01019,PO01019,JNPT,Air,2025-05-23,2025-06-05,On Time,Delayed
SHIP01020,PO01020,Delhi ICD,Sea,2025-02-12,2025-02-23,At Risk,Delivered
SHIP01021,PO01021,Hyderabad DC,Sea,2025-11-26,,On Time,Pending
SHIP01022,PO01022,Delhi ICD,Sea,2026-03-20,,On Time,In Transit
SHIP01023,PO01023,Pune DC,Rail,2025-01-20,2025-01-28,At Risk,Delivered
SHIP01024,PO01024,JNPT,Air,2025-04-03,2025-04-06,On Time,Delivered
SHIP01025,PO01025,Mumbai Port,Road,2025-04-16,2025-04-26,Delayed,Delivered
SHIP01026,PO01026,Mumbai Port,Sea,2025-08-03,2025-08-08,On Time,Delivered
SHIP01027,PO01027,Pune DC,Road,2026-05-29,2026-06-04,On Time,Delivered
SHIP01028,PO01028,Mumbai Port,Road,2026-02-21,2026-03-03,Delayed,Delivered
SHIP01029,PO01029,JNPT,Road,2026-06-19,2026-06-22,Delayed,Delivered
SHIP01030,PO01030,Hyderabad DC,Road,2026-05-27,,On Time,Cancelled
SHIP01031,PO01031,Chennai Port,Road,2025-03-15,2025-03-23,On Time,Delivered
SHIP01032,PO01032,Delhi ICD,Road,2025-12-09,,At Risk,In Transit
SHIP01033,PO01033,Delhi ICD,Sea,2026-06-22,2026-07-02,On Time,Delivered
SHIP01034,PO01034,Mumbai Port,Road,2026-05-25,2026-05-30,On Time,Delivered
SHIP01035,PO01035,Hyderabad DC,Air,2026-07-17,2026-07-27,On Time,Delivered
SHIP01036,PO01036,Chennai Port,Road,2025-05-14,2025-05-20,On Time,Delivered
SHIP01037,PO01037,Hyderabad DC,Rail,2025-02-15,2025-02-20,On Time,Delivered
SHIP01038,PO01038,Delhi ICD,Sea,2025-06-21,2025-07-18,Delayed,Delayed
SHIP01039,PO01039,Delhi ICD,Road,2025-04-30,2025-05-15,On Time,Delayed
SHIP01040,PO01040,Chennai Port,Road,2026-08-12,,On Time,In Transit
SHIP01041,PO01041,Mumbai Port,Air,2026-02-10,2026-02-18,At Risk,Delivered
SHIP01042,PO01042,Pune DC,Road,2026-01-08,,Delayed,In Transit
SHIP01043,PO01043,Hyderabad DC,Sea,2025-05-13,2025-05-22,On Time,Delivered
SHIP01044,PO01044,Delhi ICD,Rail,2025-12-21,2026-01-02,On Time,Delivered
SHIP01045,PO01045,Pune DC,Air,2026-01-04,2026-01-15,On Time,Delivered
SHIP01046,PO01046,Delhi ICD,Rail,2026-09-05,2026-09-08,On Time,Delivered
SHIP01047,PO01047,Mumbai Port,Air,2025-07-03,,On Time,In Transit
SHIP01048,PO01048,Pune DC,Sea,2026-03-19,2026-04-13,On Time,Delayed
SHIP01049,PO01049,Bengaluru DC,Sea,2026-09-06,2026-09-15,On Time,Delivered
SHIP01050,PO01050,Hyderabad DC,Air,2025-04-18,2025-04-28,On Time,Delivered
SHIP01051,PO01051,JNPT,Rail,2025-12-21,,On Time,Pending
SHIP01052,PO01052,Delhi ICD,Rail,2026-05-25,2026-06-05,On Time,Delivered
SHIP01053,PO01053,JNPT,Rail,2025-11-04,2025-11-30,Delayed,Delayed
SHIP01054,PO01054,Bengaluru DC,Air,2026-08-25,,On Time,In Transit
SHIP01055,PO01055,Chennai Port,Road,2026-06-30,,On Time,Cancelled
SHIP01056,PO01056,Pune DC,Rail,2025-11-11,2025-11-19,On Time,Delivered
SHIP01057,PO01057,Pune DC,Rail,2026-03-09,2026-03-18,On Time,Delivered
SHIP01058,PO01058,Hyderabad DC,Road,2025-07-11,2025-07-15,On Time,Delivered
SHIP01059,PO01059,Mumbai Port,Road,2025-08-18,,On Time,In Transit
SHIP01060,PO01060,Bengaluru DC,Sea,2026-04-01,,At Risk,In Transit
SHIP01061,PO01061,Mumbai Port,Air,2025-06-03,2025-06-12,At Risk,Delivered
SHIP01062,PO01062,Bengaluru DC,Sea,2025-03-16,2025-03-19,Delayed,Delivered
SHIP01063,PO01063,Pune DC,Road,2025-06-19,2025-06-23,On Time,Delivered
SHIP01064,PO01064,Bengaluru DC,Sea,2025-06-09,2025-06-14,At Risk,Delivered
SHIP01065,PO01065,Bengaluru DC,Rail,2026-05-19,2026-05-21,On Time,Delivered
SHIP01066,PO01066,Chennai Port,Sea,2025-06-14,2025-06-16,On Time,Delivered
SHIP01067,PO01067,Pune DC,Rail,2026-07-29,2026-08-02,On Time,Delivered
SHIP01068,PO01068,Mumbai Port,Road,2025-01-23,2025-01-31,At Risk,Delivered
SHIP01069,PO01069,Hyderabad DC,Air,2026-03-02,,Delayed,Pending
SHIP01070,PO01070,Bengaluru DC,Rail,2025-06-03,,On Time,In Transit
SHIP01071,PO01071,Pune DC,Sea,2026-06-26,2026-07-08,On Time,Delivered
SHIP01072,PO01072,Delhi ICD,Rail,2025-09-02,2025-09-13,On Time,Delivered
SHIP01073,PO01073,Mumbai Port,Sea,2026-02-09,,On Time,Pending
SHIP01074,PO01074,Hyderabad DC,Rail,2025-04-27,2025-05-07,On Time,Delivered
SHIP01075,PO01075,Pune DC,Rail,2026-09-01,,On Time,In Transit
SHIP01076,PO01076,Bengaluru DC,Sea,2025-11-28,2025-12-07,On Time,Delivered
SHIP01077,PO01077,Chennai Port,Air,2025-06-09,2025-06-20,Delayed,Delivered
SHIP01078,PO01078,Hyderabad DC,Air,2025-02-12,2025-02-17,At Risk,Delivered
SHIP01079,PO01079,Bengaluru DC,Air,2025-09-10,2025-09-19,On Time,Delivered
SHIP01080,PO01080,Delhi ICD,Road,2026-01-15,2026-01-25,On Time,Delivered
SHIP01081,PO01081,Delhi ICD,Rail,2026-02-05,,Delayed,Cancelled
SHIP01082,PO01082,JNPT,Road,2025-09-06,2025-09-16,On Time,Delivered
SHIP01083,PO01083,Pune DC,Rail,2026-03-03,,On Time,Pending
SHIP01084,PO01084,JNPT,Road,2026-05-05,2026-05-15,Delayed,Delivered
SHIP01085,PO01085,Chennai Port,Sea,2025-04-16,,On Time,Cancelled
SHIP01086,PO01086,Mumbai Port,Sea,2026-07-24,2026-08-04,On Time,Delivered
SHIP01087,PO01087,JNPT,Road,2025-07-10,2025-07-13,On Time,Delivered
SHIP01088,PO01088,Pune DC,Rail,2025-11-21,2025-12-03,At Risk,Delivered
SHIP01089,PO01089,Mumbai Port,Rail,2025-05-18,,On Time,In Transit
SHIP01090,PO01090,Delhi ICD,Rail,2026-05-17,2026-05-19,At Risk,Delivered
SHIP01091,PO01091,Delhi ICD,Road,2025-12-03,,On Time,Pending
SHIP01092,PO01092,Delhi ICD,Air,2026-02-03,2026-02-07,Delayed,Delivered
SHIP01093,PO01093,Bengaluru DC,Road,2025-08-31,2025-09-03,On Time,Delivered
SHIP01094,PO01094,Hyderabad DC,Air,2025-03-03,2025-03-08,On Time,Delivered
SHIP01095,PO01095,Chennai Port,Sea,2026-01-22,2026-01-25,Delayed,Delivered
SHIP01096,PO01096,JNPT,Air,2026-04-22,2026-05-02,On Time,Delivered
SHIP01097,PO01097,Bengaluru DC,Road,2025-10-10,2025-10-24,Delayed,Delayed
SHIP01098,PO01098,Mumbai Port,Air,2025-08-08,2025-08-25,On Time,Delayed
SHIP01099,PO01099,Pune DC,Rail,2025-07-09,2025-07-12,Delayed,Delivered
SHIP01100,PO01100,Hyderabad DC,Sea,2026-04-17,2026-04-25,At Risk,Delivered
SHIP01101,PO01101,Bengaluru DC,Rail,2025-01-20,2025-02-01,On Time,Delivered
SHIP01102,PO01102,Bengaluru DC,Sea,2025-08-16,2025-08-27,On Time,Delivered
SHIP01103,PO01103,Hyderabad DC,Road,2025-04-17,2025-04-23,On Time,Delivered
SHIP01104,PO01104,Pune DC,Road,2026-01-08,2026-01-15,On Time,Delivered
SHIP01105,PO01105,Hyderabad DC,Rail,2025-01-16,2025-01-27,On Time,Delivered
SHIP01106,PO01106,JNPT,Sea,2026-01-26,2026-02-19,Delayed,Delayed
SHIP01107,PO01107,Chennai Port,Road,2026-06-01,2026-06-04,On Time,Delivered
SHIP01108,PO01108,Bengaluru DC,Sea,2026-07-10,2026-07-21,On Time,Delivered
SHIP01109,PO01109,JNPT,Road,2025-05-17,2025-05-29,On Time,Delivered
SHIP01110,PO01110,Mumbai Port,Sea,2025-10-02,2025-10-13,On Time,Delivered
SHIP01111,PO01111,Hyderabad DC,Air,2025-06-19,2025-07-01,Delayed,Delivered
SHIP01112,PO01112,Delhi ICD,Rail,2026-04-01,2026-04-12,On Time,Delivered
SHIP01113,PO01113,Hyderabad DC,Air,2026-05-04,,Delayed,Cancelled
SHIP01114,PO01114,Bengaluru DC,Sea,2026-06-03,,On Time,Pending
SHIP01115,PO01115,Delhi ICD,Rail,2026-04-21,2026-04-29,On Time,Delivered
SHIP01116,PO01116,Chennai Port,Sea,2025-10-23,2025-10-30,On Time,Delivered
SHIP01117,PO01117,Pune DC,Air,2026-08-24,2026-08-30,At Risk,Delivered
SHIP01118,PO01118,Chennai Port,Rail,2026-03-07,2026-03-20,On Time,Delayed
SHIP01119,PO01119,Chennai Port,Rail,2025-02-02,2025-02-10,Delayed,Delivered
SHIP01120,PO01120,Hyderabad DC,Air,2025-04-22,2025-05-15,On Time,Delayed
SHIP01121,PO01121,Bengaluru DC,Air,2026-05-14,,On Time,In Transit
SHIP01122,PO01122,Chennai Port,Rail,2025-02-15,2025-02-27,Delayed,Delivered
SHIP01123,PO01123,JNPT,Sea,2026-08-08,2026-08-14,On Time,Delivered
SHIP01124,PO01124,Chennai Port,Air,2025-03-06,,On Time,In Transit
SHIP01125,PO01125,Chennai Port,Road,2026-02-19,,On Time,In Transit
SHIP01126,PO01126,Mumbai Port,Air,2025-04-05,2025-04-08,At Risk,Delivered
SHIP01127,PO01127,Bengaluru DC,Sea,2025-06-16,2025-07-07,At Risk,Delayed
SHIP01128,PO01128,Mumbai Port,Road,2025-11-15,2025-12-15,On Time,Delayed
SHIP01129,PO01129,Chennai Port,Sea,2026-01-21,,At Risk,Cancelled
SHIP01130,PO01130,JNPT,Air,2025-10-05,2025-10-08,On Time,Delivered
SHIP01131,PO01131,Delhi ICD,Sea,2026-01-14,,On Time,Pending
SHIP01132,PO01132,Pune DC,Rail,2026-06-22,2026-06-28,On Time,Delivered
SHIP01133,PO01133,JNPT,Road,2026-05-30,2026-06-02,On Time,Delivered
SHIP01134,PO01134,Delhi ICD,Rail,2025-03-28,2025-04-06,On Time,Delivered
SHIP01135,PO01135,Chennai Port,Road,2025-11-16,,On Time,In Transit
SHIP01136,PO01136,Hyderabad DC,Rail,2025-03-26,,On Time,Cancelled
SHIP01137,PO01137,JNPT,Air,2026-04-26,,On Time,Pending
SHIP01138,PO01138,Bengaluru DC,Air,2026-09-03,2026-09-08,Delayed,Delivered
SHIP01139,PO01139,Mumbai Port,Road,2026-04-25,2026-05-16,On Time,Delayed
SHIP01140,PO01140,Delhi ICD,Air,2025-11-08,2025-11-20,On Time,Delivered
SHIP01141,PO01141,Pune DC,Road,2025-10-05,2025-10-24,On Time,Delayed
SHIP01142,PO01142,Delhi ICD,Sea,2025-09-27,2025-10-06,On Time,Delivered
SHIP01143,PO01143,Chennai Port,Sea,2025-05-10,2025-05-25,At Risk,Delayed
SHIP01144,PO01144,Hyderabad DC,Air,2026-05-21,2026-06-10,On Time,Delayed
SHIP01145,PO01145,JNPT,Road,2026-02-20,2026-03-20,On Time,Delayed
SHIP01146,PO01146,JNPT,Road,2025-01-26,2025-02-07,Delayed,Delivered
SHIP01147,PO01147,Hyderabad DC,Road,2025-09-11,,Delayed,In Transit
SHIP01148,PO01148,Chennai Port,Rail,2026-04-22,,Delayed,In Transit
SHIP01149,PO01149,JNPT,Road,2025-06-11,2025-06-23,On Time,Delivered
SHIP01150,PO01150,Bengaluru DC,Rail,2026-04-10,2026-04-20,On Time,Delivered
SHIP01151,PO01151,Delhi ICD,Road,2026-02-10,2026-02-15,On Time,Delivered
SHIP01152,PO01152,Bengaluru DC,Road,2026-03-31,2026-04-16,On Time,Delayed
SHIP01153,PO01153,Delhi ICD,Road,2025-11-01,2025-11-11,Delayed,Delivered
SHIP01154,PO01154,Delhi ICD,Air,2026-05-21,,On Time,Cancelled
SHIP01155,PO01155,Delhi ICD,Air,2025-12-01,,On Time,Pending
SHIP01156,PO01156,Delhi ICD,Road,2026-05-09,2026-05-19,On Time,Delivered
SHIP01157,PO01157,Mumbai Port,Road,2025-06-25,2025-07-05,On Time,Delivered
SHIP01158,PO01158,JNPT,Road,2026-06-15,2026-07-08,On Time,Delayed
SHIP01159,PO01159,Bengaluru DC,Air,2026-05-03,,Delayed,Pending
SHIP01160,PO01160,Bengaluru DC,Sea,2026-01-16,2026-01-27,At Risk,Delivered
SHIP01161,PO01161,Pune DC,Road,2026-05-19,2026-05-23,On Time,Delivered
SHIP01162,PO01162,Pune DC,Sea,2026-03-08,2026-03-12,On Time,Delivered
SHIP01163,PO01163,Delhi ICD,Sea,2025-01-27,,On Time,In Transit
SHIP01164,PO01164,Bengaluru DC,Sea,2026-06-02,,On Time,Pending
SHIP01165,PO01165,Pune DC,Rail,2025-05-07,2025-05-12,On Time,Delivered
SHIP01166,PO01166,Bengaluru DC,Road,2026-01-02,2026-01-07,On Time,Delivered
SHIP01167,PO01167,Hyderabad DC,Sea,2026-06-14,,On Time,Cancelled
SHIP01168,PO01168,Bengaluru DC,Rail,2026-03-28,,At Risk,Pending
SHIP01169,PO01169,Mumbai Port,Rail,2025-04-24,,On Time,Pending
SHIP01170,PO01170,Mumbai Port,Rail,2025-08-01,2025-08-04,On Time,Delivered
SHIP01171,PO01171,Chennai Port,Sea,2026-05-27,2026-06-06,On Time,Delivered
SHIP01172,PO01172,Bengaluru DC,Sea,2025-05-24,2025-05-26,On Time,Delivered
SHIP01173,PO01173,Pune DC,Air,2025-01-09,2025-01-12,On Time,Delivered
SHIP01174,PO01174,Mumbai Port,Rail,2025-10-07,2025-10-29,Delayed,Delayed
SHIP01175,PO01175,Hyderabad DC,Rail,2025-06-10,,On Time,Pending
SHIP01176,PO01176,Pune DC,Road,2026-03-18,,Delayed,In Transit
SHIP01177,PO01177,Hyderabad DC,Rail,2026-01-11,2026-01-21,On Time,Delivered
SHIP01178,PO01178,Delhi ICD,Road,2026-06-19,2026-06-30,On Time,Delivered
SHIP01179,PO01179,Chennai Port,Sea,2025-06-22,2025-07-05,At Risk,Delayed
SHIP01180,PO01180,Delhi ICD,Sea,2025-06-05,2025-06-11,On Time,Delivered
SHIP01181,PO01181,Chennai Port,Sea,2026-07-23,2026-07-25,At Risk,Delivered
SHIP01182,PO01182,Mumbai Port,Road,2025-10-25,2025-10-31,On Time,Delivered
SHIP01183,PO01183,Delhi ICD,Road,2025-08-10,2025-08-17,On Time,Delivered
SHIP01184,PO01184,Delhi ICD,Road,2026-03-03,2026-03-23,Delayed,Delayed
SHIP01185,PO01185,Bengaluru DC,Air,2026-02-13,2026-02-21,Delayed,Delivered
SHIP01186,PO01186,Mumbai Port,Air,2025-08-15,2025-08-26,Delayed,Delivered
SHIP01187,PO01187,JNPT,Air,2025-06-17,2025-06-27,On Time,Delivered
SHIP01188,PO01188,Bengaluru DC,Sea,2025-11-15,2025-11-26,On Time,Delivered
SHIP01189,PO01189,Bengaluru DC,Rail,2026-01-27,2026-01-29,On Time,Delivered
SHIP01190,PO01190,Bengaluru DC,Road,2025-05-17,2025-05-29,On Time,Delivered
SHIP01191,PO01191,Chennai Port,Road,2025-09-10,,On Time,In Transit
SHIP01192,PO01192,JNPT,Air,2026-07-07,2026-08-02,On Time,Delayed
SHIP01193,PO01193,Mumbai Port,Rail,2026-08-12,2026-08-20,On Time,Delivered
SHIP01194,PO01194,Chennai Port,Rail,2025-12-04,2025-12-11,On Time,Delivered
SHIP01195,PO01195,Bengaluru DC,Road,2025-04-16,,Delayed,Cancelled
SHIP01196,PO01196,Mumbai Port,Sea,2025-03-15,2025-03-19,On Time,Delivered
SHIP01197,PO01197,Chennai Port,Sea,2026-07-02,2026-07-05,On Time,Delivered
SHIP01198,PO01198,Chennai Port,Air,2025-10-10,2025-10-14,On Time,Delivered
SHIP01199,PO01199,Bengaluru DC,Rail,2026-05-20,2026-06-05,On Time,Delayed
SHIP01200,PO01200,Chennai Port,Rail,2026-04-24,,On Time,In Transit
SHIP01201,PO01201,Chennai Port,Air,2025-08-09,2025-08-20,On Time,Delivered
SHIP01202,PO01202,Hyderabad DC,Air,2026-01-16,2026-01-22,On Time,Delivered
SHIP01203,PO01203,Delhi ICD,Air,2025-10-27,2025-11-06,On Time,Delivered
SHIP01204,PO01204,JNPT,Road,2026-01-20,2026-01-30,Delayed,Delivered
SHIP01205,PO01205,Chennai Port,Road,2026-08-30,2026-09-06,On Time,Delivered
SHIP01206,PO01206,Mumbai Port,Road,2026-05-17,,On Time,Pending
SHIP01207,PO01207,Delhi ICD,Sea,2026-03-08,,On Time,Pending
SHIP01208,PO01208,Pune DC,Rail,2026-01-23,2026-01-28,On Time,Delivered
SHIP01209,PO01209,Bengaluru DC,Rail,2026-04-25,,At Risk,Cancelled
SHIP01210,PO01210,Mumbai Port,Road,2025-04-12,2025-04-18,On Time,Delivered
SHIP01211,PO01211,Pune DC,Rail,2025-12-23,,On Time,In Transit
SHIP01212,PO01212,JNPT,Road,2025-06-24,,On Time,In Transit
SHIP01213,PO01213,Pune DC,Air,2025-11-20,2025-11-30,On Time,Delivered
SHIP01214,PO01214,Bengaluru DC,Road,2026-07-11,2026-07-18,On Time,Delivered
SHIP01215,PO01215,Bengaluru DC,Rail,2026-05-13,2026-05-15,Delayed,Delivered
SHIP01216,PO01216,Hyderabad DC,Road,2025-01-22,,On Time,Cancelled
SHIP01217,PO01217,Hyderabad DC,Air,2026-08-24,2026-08-26,On Time,Delivered
SHIP01218,PO01218,JNPT,Rail,2025-02-24,2025-03-07,On Time,Delivered
SHIP01219,PO01219,Bengaluru DC,Air,2026-07-03,2026-07-11,On Time,Delivered
SHIP01220,PO01220,Delhi ICD,Road,2026-07-10,,Delayed,Pending
SHIP01221,PO01221,Hyderabad DC,Air,2025-06-17,2025-07-17,On Time,Delayed
SHIP01222,PO01222,Pune DC,Sea,2025-07-09,2025-07-26,On Time,Delayed
SHIP01223,PO01223,Delhi ICD,Rail,2025-06-04,2025-06-12,On Time,Delivered
SHIP01224,PO01224,Pune DC,Road,2025-05-09,,On Time,Pending
SHIP01225,PO01225,Pune DC,Rail,2026-06-01,2026-06-12,At Risk,Delivered
SHIP01226,PO01226,Mumbai Port,Rail,2025-03-08,2025-04-07,At Risk,Delayed
SHIP01227,PO01227,Delhi ICD,Air,2026-03-06,2026-03-20,On Time,Delayed
SHIP01228,PO01228,JNPT,Rail,2025-04-20,2025-05-15,On Time,Delayed
SHIP01229,PO01229,Chennai Port,Air,2026-08-10,2026-08-17,On Time,Delivered
SHIP01230,PO01230,Chennai Port,Road,2025-05-30,2025-06-03,On Time,Delivered
SHIP01231,PO01231,Chennai Port,Road,2026-03-15,,Delayed,Cancelled
SHIP01232,PO01232,JNPT,Air,2025-11-01,2025-11-11,Delayed,Delivered
SHIP01233,PO01233,Delhi ICD,Rail,2025-10-16,2025-10-26,On Time,Delivered
SHIP01234,PO01234,Pune DC,Air,2025-08-10,2025-08-22,On Time,Delivered
SHIP01235,PO01235,Delhi ICD,Road,2026-08-03,2026-08-10,On Time,Delivered
SHIP01236,PO01236,Hyderabad DC,Road,2025-06-01,,On Time,Pending
SHIP01237,PO01237,Delhi ICD,Road,2026-06-09,,On Time,In Transit
SHIP01238,PO01238,JNPT,Road,2026-04-16,2026-04-27,On Time,Delivered
SHIP01239,PO01239,Pune DC,Air,2025-12-12,,On Time,Pending
SHIP01240,PO01240,Delhi ICD,Road,2026-05-11,,On Time,In Transit
SHIP01241,PO01241,Mumbai Port,Road,2026-05-26,2026-05-31,At Risk,Delivered
SHIP01242,PO01242,Mumbai Port,Road,2025-03-29,2025-04-23,On Time,Delayed
SHIP01243,PO01243,Chennai Port,Sea,2026-01-26,,On Time,In Transit
SHIP01244,PO01244,Mumbai Port,Sea,2025-01-21,2025-02-02,On Time,Delivered
SHIP01245,PO01245,Delhi ICD,Air,2025-08-21,,On Time,Pending
SHIP01246,PO01246,Mumbai Port,Road,2025-07-18,,On Time,In Transit
SHIP01247,PO01247,Pune DC,Air,2026-05-24,2026-05-31,Delayed,Delivered
SHIP01248,PO01248,Pune DC,Road,2025-08-04,2025-08-12,On Time,Delivered
SHIP01249,PO01249,Delhi ICD,Air,2026-05-30,2026-06-03,On Time,Delivered
SHIP01250,PO01250,Delhi ICD,Road,2026-08-12,2026-08-21,At Risk,Delivered
SHIP01251,PO01251,Hyderabad DC,Rail,2025-10-01,2025-10-10,Delayed,Delivered
SHIP01252,PO01252,Mumbai Port,Air,2025-02-01,,On Time,In Transit
SHIP01253,PO01253,Hyderabad DC,Road,2026-04-20,,At Risk,In Transit
SHIP01254,PO01254,Mumbai Port,Road,2026-03-04,2026-03-19,At Risk,Delayed
SHIP01255,PO01255,Bengaluru DC,Rail,2025-02-19,,At Risk,Pending
